date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:15:47	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:47%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Aggregator.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Aggregator.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:47	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:47%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-properties.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-properties.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:48	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:48%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Catalog.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Catalog.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:48	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:48%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CatalogImpl.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CatalogImpl.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:48	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:48%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ExecutionListenerManager.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ExecutionListenerManager.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:48	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:48%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ExperimentalMethods.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ExperimentalMethods.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:49	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:49%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ExternalCatalog.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ExternalCatalog.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:49	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:49%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-InMemoryCatalog.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-InMemoryCatalog.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:50	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:50%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-FunctionRegistry.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-FunctionRegistry.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:50	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:50%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-GlobalTempViewManager.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-GlobalTempViewManager.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:50	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:50%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SessionCatalog.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SessionCatalog.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:51	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:51%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CatalogTable.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CatalogTable.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:51	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:51%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CatalogStorageFormat.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CatalogStorageFormat.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:51	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:51%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CatalogTablePartition.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CatalogTablePartition.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:51	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:51%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-BucketSpec.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-BucketSpec.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:52	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:52%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SessionState.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SessionState.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:52	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:52%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-BaseSessionStateBuilder.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-BaseSessionStateBuilder.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:52	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:52%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SessionStateBuilder.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SessionStateBuilder.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:53	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:53%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SharedState.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SharedState.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:53	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:53%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CacheManager.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CacheManager.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:53	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:53%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CachedRDDBuilder.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CachedRDDBuilder.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:54	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:54%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-RuntimeConfig.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-RuntimeConfig.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:54	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:54%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SQLConf.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SQLConf.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:54	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:54%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-StaticSQLConf.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-StaticSQLConf.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:55	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:55%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CatalystConf.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CatalystConf.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:55	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:55%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-UDFRegistration.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-UDFRegistration.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:55	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:55%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-FileFormat.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-FileFormat.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:55	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:55%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-OrcFileFormat.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-OrcFileFormat.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:56	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:56%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ParquetFileFormat.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ParquetFileFormat.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:56	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:56%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-TextBasedFileFormat.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-TextBasedFileFormat.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:56	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:56%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CSVFileFormat.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CSVFileFormat.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:57	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:57%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-JsonFileFormat.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-JsonFileFormat.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:57	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:57%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-TextFileFormat.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-TextFileFormat.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:57	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:57%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-JsonDataSource.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-JsonDataSource.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:58	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:58%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-BaseRelation-HadoopFsRelation.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-BaseRelation-HadoopFsRelation.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:58	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:58%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/FileIndex.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/FileIndex.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:58	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:58%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/CatalogFileIndex.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/CatalogFileIndex.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:59	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:59%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/InMemoryFileIndex.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/InMemoryFileIndex.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:59	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:59%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/PartitioningAwareFileIndex.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/PartitioningAwareFileIndex.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:15:59	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:15:59%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/PrunedInMemoryFileIndex.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/PrunedInMemoryFileIndex.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:00	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:00%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-FileFormatWriter.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-FileFormatWriter.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:00	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:00%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SQLHadoopMapReduceCommitProtocol.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SQLHadoopMapReduceCommitProtocol.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:00	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:00%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-PartitionedFile.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-PartitionedFile.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:00	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:00%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-FileScanRDD.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-FileScanRDD.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:01	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:01%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ParquetReadSupport.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ParquetReadSupport.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:01	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:01%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-RecordReaderIterator.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-RecordReaderIterator.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:01	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:01%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-kafka.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-kafka.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:02	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:02%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-kafka-options.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-kafka-options.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:02	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:02%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaSourceProvider.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaSourceProvider.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:02	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:02%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaRelation.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaRelation.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:03	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:03%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaSourceRDD.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaSourceRDD.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:03	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:03%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaSourceRDDOffsetRange.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaSourceRDDOffsetRange.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:03	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:03%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaSourceRDDPartition.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaSourceRDDPartition.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:04	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:04%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ConsumerStrategy.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ConsumerStrategy.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:04	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:04%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaOffsetReader.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaOffsetReader.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:04	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:04%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaOffsetRangeLimit.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaOffsetRangeLimit.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:05	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:05%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaDataConsumer.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaDataConsumer.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:06	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:06%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-InternalKafkaConsumer.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-InternalKafkaConsumer.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:07	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:07%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaWriter.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaWriter.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:16:07	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:16:07%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaWriteTask.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-KafkaWriteTask.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
