date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:17:00	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:00%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-AnalysisBarrier.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-AnalysisBarrier.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:00	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:00%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-AnalyzeColumnCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-AnalyzeColumnCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:00	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:00%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-AnalyzePartitionCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-AnalyzePartitionCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:01	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:01%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-AnalyzeTableCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-AnalyzeTableCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:01	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:01%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-AppendData.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-AppendData.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:02	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:01%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-ClearCacheCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-ClearCacheCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:02	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:02%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-CreateDataSourceTableAsSelectCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-CreateDataSourceTableAsSelectCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:02	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:02%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-CreateDataSourceTableCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-CreateDataSourceTableCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:03	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:03%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-CreateTable.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-CreateTable.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:03	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:03%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-CreateTableCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-CreateTableCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:04	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:04%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-CreateTempViewUsing.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-CreateTempViewUsing.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:04	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:04%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-CreateViewCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-CreateViewCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:04	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:04%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-DataSourceV2Relation.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-DataSourceV2Relation.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:05	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:05%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-DescribeColumnCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-DescribeColumnCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:05	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:05%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-DescribeTableCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-DescribeTableCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:05	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:05%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-DeserializeToObject.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-DeserializeToObject.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:06	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:06%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-DropTableCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-DropTableCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:06	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:06%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Except.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Except.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:06	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:06%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Expand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Expand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:06	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:06%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-ExplainCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-ExplainCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:07	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:07%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-ExternalRDD.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-ExternalRDD.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:07	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:07%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Filter.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Filter.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:08	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:08%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Generate.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Generate.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:08	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:08%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-GroupingSets.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-GroupingSets.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:08	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:08%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Hint.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Hint.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:09	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:09%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-InMemoryRelation.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-InMemoryRelation.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:09	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:09%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-InsertIntoDataSourceCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-InsertIntoDataSourceCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:09	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:09%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-InsertIntoDataSourceDirCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-InsertIntoDataSourceDirCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:10	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:09%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/InsertIntoDir.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/InsertIntoDir.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:10	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:10%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-InsertIntoHadoopFsRelationCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-InsertIntoHadoopFsRelationCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:10	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:10%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/InsertIntoTable.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/InsertIntoTable.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:10	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:10%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Intersect.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Intersect.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:11	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:11%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Join.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Join.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:11	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:11%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-LeafNode.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-LeafNode.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:11	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:11%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-LocalRelation.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-LocalRelation.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:12	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:12%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-LogicalRDD.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-LogicalRDD.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:12	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:12%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-LogicalRelation.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-LogicalRelation.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:12	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:12%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-OneRowRelation.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-OneRowRelation.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:13	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:13%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Pivot.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Pivot.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:13	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:13%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Project.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Project.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:14	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:13%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Range.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Range.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:14	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:14%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Repartition-RepartitionByExpression.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Repartition-RepartitionByExpression.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:14	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:14%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-ResolvedHint.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-ResolvedHint.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:14	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:14%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-SaveIntoDataSourceCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-SaveIntoDataSourceCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:15	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:15%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-ShowCreateTableCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-ShowCreateTableCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:15	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:15%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-ShowTablesCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-ShowTablesCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:16	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:16%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Sort.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Sort.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:16	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:16%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-SubqueryAlias.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-SubqueryAlias.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:16	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:16%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-TruncateTableCommand.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-TruncateTableCommand.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:17	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:16%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-TypedFilter.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-TypedFilter.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:17	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:17%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Union.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-Union.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:17	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:17%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-UnresolvedCatalogRelation.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-UnresolvedCatalogRelation.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:17	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:17%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-UnresolvedHint.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-UnresolvedHint.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:18	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:18%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-UnresolvedInlineTable.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-UnresolvedInlineTable.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:18	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:18%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-UnresolvedRelation.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-UnresolvedRelation.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:18	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:18%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-UnresolvedTableValuedFunction.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-LogicalPlan-UnresolvedTableValuedFunction.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
